Occurrence;From;To;Sentiment;Index;Context
Arya cocked her head to one side . " Can I be a king 's councillor and build castles and become the High Septon ? ";Arya,;I,I,a king,castles,the High Septon,;0.16;5452;172
" You , " Ned said , kissing her lightly on the brow , " will marry a king and rule his castle , and your sons will be knights and princes and lords and , yes , perhaps even a High Septon . ";Ned,;your sons,a king,his castle,knights and princes,;0.16;5453;172
Arya screwed up her face . " No , " she said , " that 's Sansa . ";Arya,she,;Sansa,;0.0;5454;172
Alyn entered as he was drying his face . " My lord , " he said , " Lord Baelish is without and begs audience . ";Alyn,he,he,;Lord Baelish,audience,;0.0;5458;172
" Escort him to my solar , " Ned said , reaching for a fresh tunic , the lightest linen he could find . " I 'll see him at once . ";Ned,the lightest linen he,;I,him,him,;0.3;5459;172
Littlefinger was perched on the window seat when Ned entered , watching the knights of the Kingsguard practice at swords in the yard below . " If only old Selmy 's mind were as nimble as his blade , " he said wistfully , " our council meetings would be a good deal livelier . ";Littlefinger,Ned,he,;mind,our council meetings,a good deal,;0.25;5460;172
" Ser Barristan is as valiant and honorable as any man in King 's Landing . ";;Ser Barristan,;0.0;5461;172
" And as tiresome , " Littlefinger added , " though I daresay he should do well in the tourney . Last year he unhorsed the Hound , and it was only four years ago that he was champion . ";Littlefinger,;I,he,Last year he,it,he,he,the Hound,;-0.166666666667;5463;172
The question of who might win the tourney interested Eddard Stark not in the least . " Is there a reason for this visit , Lord Petyr , or are you here simply to enjoy the view from my window ? ";the tourney interested Eddard Stark not,;you,the view,;0.19;5464;172
Littlefinger smiled . " I promised Cat I would help you in your inquiries , and so I have . ";Littlefinger,;I,Cat I,you,I,Cat I,you,your inquiries,;0.6;5465;172
Promise or no promise , he could not find it in him to trust Lord Petyr Baelish , who struck him as too clever by half . " You have something for me ? ";he,it,him,Lord Petyr Baelish,;You,;0.0;5467;172
" Someone , " Littlefinger corrected . " Four someones , if truth be told . Had you thought to question the Hand 's servants ? ";Littlefinger,;truth,you,truth,you,the Hand,;0.0;5468;172
Ned frowned . " Would that I could . Lady Arryn took her household back to the Eyrie . ";Ned,;I,Lady Arryn,her household,;0.0;5469;172
" Most of her household , " Littlefinger said , " not all . A few remain . A pregnant kitchen girl hastily wed to one of Lord Renly 's grooms , a stablehand who joined the City Watch , a potboy discharged from service for theft , and Lord Arryn 's squire . ";Littlefinger,;A pregnant kitchen girl,a potboy,the City Watch,from service,;0.211111111111;5472;172
" His squire ? ";;;0.0;5473;172
" Ser Hugh of the Vale , " Littlefinger named him . " The king knighted the boy after Lord Arryn 's death . ";Littlefinger,;The king,the boy,;0.0;5476;172
" I shall send for him , " Ned said . " And the others . ";Ned,;I,;0.0;5477;172
Littlefinger winced . " My lord , step over here to the window , if you would be so kind . ";Littlefinger,;you,;0.6;5478;172
" Why ? ";;;0.0;5479;172
" Come , and I 'll show you , my lord . ";;I,you,;0.0;5480;172
Petyr Baelish made a casual gesture . " There , across the yard , at the door of the armory , do you see the boy squatting by the steps honing a sword with an oilstone ? ";Petyr Baelish,;you,the boy,the steps,you,the boy,a sword,;-0.5;5482;172
" What of him ? ";;;0.0;5483;172
" He reports to Varys . The Spider has taken a great interest in you and all your doings . ";;He,The Spider,a great interest,;0.8;5484;172
He shifted in the window seat . " Now glance at the wall . Farther west , above the stables . The guardsman leaning on the ramparts ? ";He,;The guardsman,;0.0;5485;172
Ned saw the man . " Another of the eunuch 's whisperers ? ";Ned,;;0.0;5486;172
" No , this one belongs to the queen . Notice that he enjoys a fine view of the door to this tower , the better to note who calls on you . There are others , many unknown even to me . The Red Keep is full of eyes . Why do you think I hid Cat in a brothel ? ";;he,The Red Keep,you,I,a fine view,others,full,you,I,Cat,;0.277777777778;5487;172
Eddard Stark had no taste for these intrigues . " Seven hells , " he swore .;Eddard Stark,he,;;-0.2;5488;172
Suddenly uncomfortable , Ned moved away from the window . " Is everyone someone 's informer in this cursed city ? ";Ned,;everyone someone,city,;-0.5;5490;172
" Scarcely , " said Littlefinger .;Littlefinger,;;0.0;5491;172
He counted on the fingers on his hand . " Why , there 's me , you , the king ... although , come to think on it , the king tells the queen much too much , and I 'm less than certain about you . ";He,;the king,I,me,the queen,;0.0619047619048;5492;172
He stood up . " Is there a man in your service that you trust utterly and completely ? ";He,;you,;0.0;5493;172
" Yes , " said Ned .;Ned,;;0.0;5494;172
" In that case , I have a delightful palace in Valyria that I would dearly love to sell you , " Littlefinger said with a mocking smile . " The wiser answer was no , my lord , but be that as it may . Send this paragon of yours to Ser Hugh and the others . Your own comings and goings will be noted , but even Varys the Spider cannot watch every man in your service every hour of the day . ";Littlefinger,;I,I,a delightful palace,you,The wiser answer,as it,goings,the Spider,your,this paragon,every man,every hour,;0.6;5495;172
" Lord Petyr , " Ned called after him . " I ... am grateful for your help . Perhaps I was wrong to distrust you . ";Ned,;I,your help,you,;-0.5;5497;172
Littlefinger fingered his small pointed beard . " You are slow to learn , Lord Eddard . Distrusting me was the wisest thing you 've done since you climbed down off your horse . ";Littlefinger,his small,;You,Distrusting me,the wisest thing you,you,the wisest thing you,;-0.235185185185;5498;172
Jon was showing Dareon how best to deliver a sidestroke when the new recruit entered the practice yard . " Your feet should be farther apart , " he urged . " You do n't want to lose your balance . That 's good . Now pivot as you deliver the stroke , get all your weight behind the blade . ";Jon,the new recruit,he,;Your feet,You,your balance,you deliver the stroke,all your weight,;0.346590909091;5502;173
Dareon broke off and lifted his visor . " Seven gods , " he murmured . " Would you look at this , Jon . ";Dareon,he,;you,you,;0.0;5503;173
Pale eyes moved nervously in a great round moon of a face , and plump sweaty fingers wiped themselves on the velvet of his doublet . " They ... they told me I was to come here for ... for training , " he said to no one in particular .;Pale eyes,plump sweaty fingers,themselves,he,;they,me I,me I,;0.255555555556;5508;173
" A lordling , " Pyp observed to Jon . " Southron , most like near Highgarden . ";Pyp,;;0.3;5509;173
Ser Alliser Thorne looked over his new charge and said , " It would seem they have run short of poachers and thieves down south . Now they send us pigs to man the Wall . Is fur and velvet your notion of armor , my Lord of Ham ? ";Ser Alliser Thorne,;It,they,they,us,they,short,us,the Wall,fur,your notion of armor,;-0.00639730639731;5513;173
Dressed for battle , the new boy looked like an overcooked sausage about to burst its skin . " Let us hope you are not as inept as you look , " Ser Alliser said . " Halder , see what Ser Piggy can do . ";the new boy,Ser Alliser,;us,you,us,you,you look,Ser Piggy,;0.136363636364;5520;174
He was sixteen , tall and muscular , and his blows were as hard as any Jon had ever felt . " This will be uglier than a whore 's ass , " Pyp muttered , and it was .;He,his blows,any Jon,Pyp,it,;;-0.291666666667;5523;174
The fight lasted less than a minute before the fat boy was on the ground , his whole body shaking as blood leaked through his shattered helm and between his pudgy fingers . " I yield , " he shrilled . " No more , I yield , do n't hit me . ";The fight,the fat boy,his whole body,as blood,his,he,;I,I,me,;0.177777777778;5524;174
Even then , Ser Alliser would not call an end . " On your feet , Ser Piggy , " he called . " Pick up your sword . ";Ser Alliser,he,;;0.0;5526;174
When the boy continued to cling to the ground , Thorne gestured to Halder . " Hit him with the flat of your blade until he finds his feet . ";the boy,Thorne,;he,him,his feet,;-0.025;5527;174
Halder delivered a tentative smack to his foe 's upraised cheeks . " You can hit harder than that , " Thorne taunted .;Halder,Thorne,;You,;-0.1;5528;174
Pyp laid a mailed hand on his arm . " Jon , no , " the small boy whispered with an anxious glance at Ser Alliser Thorne .;Pyp,the small boy,;;-0.25;5532;174
" On your feet , " Thorne repeated .;Thorne,;;0.0;5533;174
The fat boy struggled to rise , slipped , and fell heavily again . " Ser Piggy is starting to grasp the notion , " Ser Alliser observed . " Again . ";The fat boy,Ser Alliser,;Ser Piggy,the notion,;0.0;5534;174
Halder lifted the sword for another blow . " Cut us off a ham ! ";Halder,;us,us,a ham,;0.0;5535;174
Jon shook off Pyp 's hand . " Halder , enough . ";Jon,;;0.0;5537;174
" The Bastard speaks and the peasants tremble , " the master-at-arms said in that sharp , cold voice of his . " I remind you that I am the master-at-arms here , Lord Snow . ";the master-at-arms,;The Bastard,the peasants,I,you,I,you,I,the master-at-arms,;-0.3625;5539;174
" Look at him , Halder , " Jon urged , ignoring Thorne as best he could . " There 's no honor in beating a fallen foe . He yielded . ";Jon,best he,;He,no honor,foe,;1.0;5540;174
Halder lowered his sword . " He yielded , " he echoed .;Halder,he,;He,;0.0;5542;174
Ser Alliser 's onyx eyes were fixed on Jon Snow . " It would seem our Bastard is in love , " he said as Jon helped the fat boy to his feet . " Show me your steel , Lord Snow . ";onyx eyes,he,Jon,;It,our Bastard,our Bastard,in love,;0.3;5543;174
Thorne smiled . " The Bastard wishes to defend his lady love , so we shall make an exercise of it . Rat , Pimple , help our Stone Head here . ";Thorne,;The Bastard,we,his lady love,an exercise,our Stone Head here,;0.55;5546;174
Rast and Albett moved to join Halder . " Three of you ought to be sufficient to make Lady Piggy squeal . All you need do is get past the Bastard . ";Rast and Albett,;you,Lady Piggy,All you,Lady Piggy,the Bastard,;-0.25;5547;174
" Stay behind me , " Jon said to the fat boy .;Jon,;;-0.4;5548;174
Suddenly Pyp was beside him . " Three to two will make for better sport , " the small boy said cheerfully .;Pyp,the small boy,;;0.125;5552;174
Jon could feel Ser Alliser 's eyes . " Why are you waiting ? ";Jon,;you,you,;0.0;5556;174
Facing two swords , Albett backed away . " I yield , " he shouted .;Albett,he,;I,;0.0;5573;175
Ser Alliser Thorne surveyed the scene with disgust . " The mummer 's farce has gone on long enough for today . ";Ser Alliser Thorne,;farce,;-0.025;5574;175
The quarryman 's son wrenched off his helm and threw it across the yard . " For an instant , I thought I finally had you , Snow . ";son,it,;I,I,I,you,;0.0;5578;175
" For an instant , you did , " Jon replied .;Jon,;you,;0.0;5579;175
" Let me , " a voice said .;a voice,;me,;0.0;5582;175
Thick-fingered hands unfastened helm from gorget and lifted it off gently . " Did he hurt you ? ";Thick-fingered hands,it,;he,he,you,;0.0;5583;175
" I 've been bruised before . ";;I,;0.0;5584;175
Blood matted the fat boy 's hair where Halder had split his helm asunder . " My name is Samwell Tarly , of Horn ... ";Blood,Halder,;My name,Samwell Tarly,;0.0;5587;175
He stopped and licked his lips . " I mean , I was of Horn Hill , until I ... left . I 've come to take the black . My father is Lord Randyll , a bannerman to the Tyrells of Highgarden . I used to be his heir , only ... ";He,;I,I,I,My father,I,the black,Lord Randyll,his heir,;-0.119791666667;5588;175
" I 'm Jon Snow , Ned Stark 's bastard , of Winterfell . ";;I,Jon Snow,;-0.2;5590;175
Samwell Tarly nodded . " I ... if you want , you can call me Sam . My mother calls me Sam . ";Samwell Tarly,;you,you,My mother,me Sam,me Sam,;0.0;5591;175
" You can call him Lord Snow , " Pyp said as he came up to join them . " You do n't want to know what his mother calls him . ";Pyp,he,;You,him Lord Snow,You,his mother,him,;0.0;5592;175
" These two are Grenn and Pypar , " Jon said .;Jon,;Grenn and Pypar,;0.0;5593;175
" Grenn 's the ugly one , " Pyp said .;Pyp,;Grenn,;-0.7;5594;175
Grenn scowled . " You 're uglier than me . At least I do n't have ears like a bat . ";Grenn,;You,least I,ears,;-0.3;5595;175
" My thanks to all of you , " the fat boy said gravely .;the fat boy,;;0.2;5596;175
" Why did n't you get up and fight ? ";;you,;0.0;5597;175
" I wanted to , truly . I just ... I could n't . I did n't want him to hit me anymore . ";;I,I,I,him,me,;0.0;5599;175
He looked at the ground . " I ... I fear I 'm a coward . My lord father always said so . ";He,;I,I,My lord father,I,a coward,;0.0;5600;175
His eyes met Jon 's and darted away , quick as frightened animals . " I ... I 'm sorry , " he said . " I do n't mean to ... to be like I am . ";His eyes,he,Jon,;I,I,I,;-0.159722222222;5605;175
Jon called after him . " You were hurt , " he said . " Tomorrow you 'll do better . ";Jon,he,;You,Tomorrow you,;0.5;5607;175
Sam looked mournfully back over one shoulder . " No I wo n't , " he said , blinking back tears . " I never do better . ";Sam,he,;No I,I,;0.166666666667;5608;175
When he was gone , Grenn frowned . " Nobody likes cravens , " he said uncomfortably . " I wish we had n't helped him . What if they think we 're craven too ? ";he,Grenn,he,;Nobody,cravens,I,we,they,we,we,him,we,;0.0;5609;175
" You 're too stupid to be craven , " Pyp told him .;Pyp,;You,;-0.8;5610;175
" I am not , " Grenn said .;Grenn,;I,;0.0;5611;175
" Yes you are . If a bear attacked you in the woods , you'd be too stupid to run away . ";;you,you,you'd,you,the woods,;-0.8;5612;175
" I would not , " Grenn insisted . " I'd run away faster than you . ";Grenn,;I,I'd,;0.0;5613;175
The fat boy 's eyes widened at the sight of Ghost . " Is that a wolf ? ";eyes,;;0.0;5642;176
" A direwolf , " Jon said . " His name is Ghost . The direwolf is the sigil of my father 's House . ";Jon,;His name,The direwolf,the sigil,;0.0;5643;176
" Ours is a striding huntsman , " Samwell Tarly said .;Samwell Tarly,;Ours,a striding huntsman,;0.0;5644;176
" Do you like to hunt ? ";;you,you,;0.0;5645;176
The fat boy shuddered . " I hate it . ";The fat boy,;I,it,;-0.8;5646;176
" What 's wrong now ? ";;;-0.5;5648;176
Jon asked him . " Why are you always so frightened ? ";Jon,;you,you,;0.0;5649;176
He stood . " Let 's go outside . ";He,;;0.0;5653;176
The round fat face looked up at him , suspicious . " Why ? What will we do outside ? ";fat face,;we,we,;-0.1;5654;176
" Talk , " Jon said . " Have you seen the Wall ? ";Jon,;you,you,the Wall,;0.0;5655;176
" I 'm fat , not blind , " Samwell Tarly said . " Of course I saw it , it 's seven hundred feet high . ";Samwell Tarly,;I,Of course I,it,it,seven hundred feet,;-0.17;5656;176
Ghost padded along beside them . " I never thought it would be like this , " Sam said as they walked , his words steaming in the cold air .;Sam,they,his words,;I,it,it,;-0.6;5658;176
Already he was huffing and puffing as he tried to keep up . " All the buildings are falling down , and it 's so ... so ... ";he,he,;All the buildings,it,;-0.155555555556;5659;176
" Cold ? ";;;-0.6;5660;176
Sam nodded miserably . " I hate the cold , " he said . " Last night I woke up in the dark and the fire had gone out and I was certain I was going to freeze to death by morning . ";Sam,he,;I,the cold,Last night I,the fire,I,certain I,certain I,by morning,;-0.267142857143;5662;176
" It must have been warmer where you come from . ";;It,you,;0.0;5663;176
" I never saw snow until last month . We were crossing the barrowlands , me and the men my father sent to see me north , and this white stuff began to fall , like a soft rain . At first I thought it was so beautiful , like feathers drifting from the sky , but it kept on and on , until I was frozen to the bone . The men had crusts of snow in their beards and more on their shoulders , and still it kept coming . I was afraid it would never end . ";;I,We,me and the men my father,this white stuff,first I,it,feathers,it,I,The men,it,I,afraid it,snow,the barrowlands,me,it,crusts of snow,afraid it,;0.157142857143;5664;176
In the sky above , the stars burned clear and sharp . " Are they going to make me go up there ? ";the stars,;they,me,they,me,;-0.00833333333333;5667;176
His face curdled like old milk as he looked at the great wooden stairs . " I 'll die if I have to climb that . ";His face,he,;I,I,;0.3;5669;176
" There 's a winch , " Jon said , pointing . " They can draw you up in a cage . ";Jon,;a winch,They,you,you,in a cage,;0.0;5670;176
Samwell Tarly sniffled . " I do n't like high places . ";Samwell Tarly,;I,;0.16;5671;176
Jon frowned , incredulous . " Are you afraid of everything ? ";Jon,;you afraid of everything,;-0.6;5673;176
he asked . " I do n't understand . If you are truly so craven , why are you here ? Why would a coward want to join the Night 's Watch ? ";he,;I,you,you,the Night,;0.0;5674;176
" Sometimes I dream about it , " he said . " I 'm walking down this long empty hall . My voice echoes all around , but no one answers , so I walk faster , opening doors , shouting names . I do n't even know who I 'm looking for . Most nights it 's my father , but sometimes it 's Robb instead , or my little sister Arya , or my uncle . ";he,;I,I,My voice,I,I,I,Most nights it,it,all around,names,my father,Robb instead,;0.00138888888889;5688;177
" Do you ever find anyone in your dream ? ";;you,you,anyone,;0.0;5693;177
Jon shook his head . " No one . The castle is always empty . ";Jon,;The castle,;-0.1;5695;177
He had never told anyone of the dream , and he did not understand why he was telling Sam now , yet somehow it felt good to talk of it . " Even the ravens are gone from the rookery , and the stables are full of bones . That always scares me . I start to run then , throwing open doors , climbing the tower three steps at a time , screaming for someone , for anyone . And then I find myself in front of the door to the crypts . It 's black inside , and I can see the steps spiraling down . Somehow I know I have to go down there , but I do n't want to . I 'm afraid of what might be waiting for me . The old Kings of Winter are down there , sitting on their thrones with stone wolves at their feet and iron swords across their laps , but it 's not them I 'm afraid of . I scream that I 'm not a Stark , that this is n't my place , but it 's no good , I have to go anyway , so I start down , feeling the walls as I descend , with no torch to light the way . It gets darker and darker , until I want to scream . ";He,he,he,it,Sam now,;the ravens,the stables,I,I,It,I,the steps,I,I,I,I,Winter,it,them I,I,I,it,I,I,the walls,It,I,full,me,open doors,the tower,for someone,myself in front,the steps,I,afraid,afraid,the way,no good,the walls,I descend,;-0.00277777777778;5696;177
He stopped , frowning , embarrassed . " That 's when I always wake . ";He,;;0.0;5697;177
He would go back to sleep with his face pressed into the direwolf 's shaggy white fur . " Do you dream of Horn Hill ? ";He,his face,;you,you,;0.0;5700;177
" No . ";;;0.0;5702;177
Sam 's mouth grew tight and hard . " I hated it there . ";mouth,Sam,;I,it,;-0.456746031746;5703;177
He only grew fatter and more frightened , until Lord Randyll 's disappointment turned to anger and then to loathing . " One time , " Sam confided , his voice dropping from a whisper , " two men came to the castle , warlocks from Qarth with white skin and blue lips . They slaughtered a bull aurochs and made me bathe in the hot blood , but it did n't make me brave as they'd promised . I got sick and retched . Father had them scourged . ";He,disappointment,Sam,his voice,;two men,They,me,it,as they'd,I,Father,them,a bull aurochs,me,me,them,;-0.0515873015873;5716;178
Three men-at-arms had escorted him into a wood near Horn Hill , where his father was skinning a deer . " You are almost a man grown now , and my heir , " Lord Randyll Tarly had told his eldest son , his long knife laying bare the carcass as he spoke . " You have given me no cause to disown you , but neither will I allow you to inherit the land and title that should be Dickon ' s. Heartsbane must go to a man strong enough to wield her , and you are not worthy to touch her hilt . So I have decided that you shall this day announce that you wish to take the black . You will forsake all claim to your brother 's inheritance and start north before evenfall .;Three men-at-arms,him,his father,Lord Randyll Tarly,his long knife,he,;You,a man,You,I,you,title,s. Heartsbane,I,you,you,You,me no cause,you,I,you,the land,Dickon,her,her hilt,announce,the black,all claim,;0.1;5721;178
" If you do not , then on the morrow we shall have a hunt , and somewhere in these woods your horse will stumble , and you will be thrown from the saddle to die ... or so I will tell your mother . She has a woman 's heart and finds it in her to cherish even you , and I have no wish to cause her pain . Please do not imagine that it will truly be that easy , should you think to defy me . Nothing would please me more than to hunt you down like the pig you are . ";;you,the morrow we,these woods your horse,you,I,She,it,I,it,you,Nothing,the pig you,a hunt,your mother,a woman,it,her,no wish,her pain,you,me,me,you,;0.259259259259;5722;178
His arms were red to the elbow as he laid the skinning knife aside . " So . There is your choice . The Night 's Watch"-he reached inside the deer , ripped out its heart , and held it in his fist , red and dripping-"or this . ";His arms,he,he,it,;your choice,;0.0;5723;178
Finally Jon said , " We should go back to the common hall . ";Jon,;We,;-0.15;5728;178
" Why ? ";;;0.0;5729;178
Jon shrugged . " There 's hot cider to drink , or mulled wine if you prefer . Some nights Dareon sings for us , if the mood is on him . He was a singer , before ... well , not truly , but almost , an apprentice singer . ";Jon,;you,Some nights Dareon,the mood,He,hot cider,wine,a singer,;0.25;5731;178
" How did he come here ? ";;he,he,;0.0;5732;178
" Lord Rowan of Goldengrove found him in bed with his daughter . The girl was two years older , and Dareon swears she helped him through her window , but under her father 's eye she named it rape , so here he is . When Maester Aemon heard him sing , he said his voice was honey poured over thunder . ";;Goldengrove,The girl,Dareon,she,him,eye she,it,he,Maester Aemon,him,he,his voice,him in bed,two years,she,him,her window,it,him,his voice,over thunder,;0.166666666667;5734;178
Jon smiled . " Toad sometimes sings too , if you call it singing . Drinking songs he learned in his father 's winesink . Pyp says his voice is piss poured over a fart . ";Jon,;Toad,you call it,songs he,Pyp,his voice,you call it,songs he,his voice,;0.6;5735;178
" I should like to hear them both , " Sam admitted , " but they would not want me there . ";Sam,;I,they,me,;0.0;5737;178
His face was troubled . " He 's going to make me fight again on the morrow , is n't he ? ";His face,;He,me,me,;-0.5;5738;178
" He is , " Jon was forced to say .;Jon,;He,;-0.3;5739;178
Sam got awkwardly to his feet . " I had better try to sleep , " He huddled down in his cloak and plodded off .;Sam,He,;I,;0.172222222222;5740;178
The others were still in the common room when Jon returned , alone but for Ghost . " Where have you been ? ";The others,Jon,;you,you,;-0.3;5741;178
" Talking with Sam , " he said .;he,;;0.0;5743;178
" He truly is craven , " said Grenn . " At supper , there were still places on the bench when he got his pie , but he was too scared to come sit with us . ";Grenn,;He,he,he,his pie,sit,;0.0;5744;178
" The Lord of Ham thinks he 's too good to eat with the likes of us , " suggested Jeren .;Jeren,;Ham,he,he,;0.65;5745;178
" I saw him eat a pork pie , " Toad said , smirking . " Do you think it was a brother ? ";Toad,;I,him,him,a pork pie,you,it,you,it,a brother,;0.0;5746;178
" Stop it ! ";;it,;0.0;5748;178
The other boys fell silent , taken aback by his sudden fury . " Listen to me , " Jon said into the quiet , and he told them how it was going to be .;The other boys,Jon,he,it,;;-0.03125;5750;178
" You girls do as you please , " Rast said , " but if Thorne sends me against Lady Piggy , I 'm going to slice me off a rasher of bacon . ";Rast,;You,you please,Thorne,me,I,me,me,Lady Piggy,me,a rasher,;0.0;5757;179
The direwolf 's eyes burned red as embers as his teeth nipped lightly at the soft skin of the boy 's throat , just enough to draw blood . " Remember , we know where you sleep , " Jon said softly .;eyes,his teeth,Jon,;we,you,;0.0333333333333;5762;179
One night he visited Jon in his cell . " I do n't know what you did , " he said , " but I know you did it . ";One night he,he,Jon,;I,you,I,you,you,it,;0.0;5771;180
He looked away shyly . " I 've never had a friend before . ";He,;I,a friend,;0.0;5772;180
" We 're not friends , " Jon said .;Jon,;We,;0.0;5773;180
He put a hand on Sam 's broad shoulder . " We 're brothers . ";He,Sam,;We,brothers,;0.0625;5774;180
" My uncle spoke truly , " he whispered to Ghost .;he,;My uncle,;0.0;5779;180
" It 's the Hand 's tourney that 's the cause of all the trouble , my lords , " the Commander of the City Watch complained to the king 's council .;the City Watch,the Commander,;It,the Hand,the cause,;-0.3;5784;181
" The king 's tourney , " Ned corrected , wincing . " I assure you , the Hand wants no part of it . ";Ned,;I,the Hand,you,no part,;0.2;5785;181
" Call it what you will , my lord . Knights have been arriving from all over the realm , and for every knight we get two freeriders , three craftsmen , six men-at-arms , a dozen merchants , two dozen whores , and more thieves than I dare guess . This cursed heat had half the city in a fever to start , and now with all these visitors ... last night we had a drowning , a tavern riot , three knife fights , a rape , two fires , robberies beyond count , and a drunken horse race down the Street of the Sisters . The night before a woman 's head was found in the Great Sept , floating in the rainbow pool . No one seems to know how it got there or who it belongs to . ";;you,Knights,every knight we,more thieves,I dare,heat,last night we,head,it,it,it,two freeriders,I dare,heat,the city,a drowning,beyond count,;0.195555555556;5786;181
" How dreadful , " Varys said with a shudder .;Varys,;;-1.0;5787;181
Lord Renly Baratheon was less sympathetic . " If you cannot keep the king 's peace , Janos , perhaps the City Watch should be commanded by someone who can . ";Lord Renly Baratheon,;you,the City Watch,the king,by someone,;0.166666666667;5788;181
Stout , jowly Janos Slynt puffed himself up like an angry frog , his bald pate reddening . " Aegon the Dragon himself could not keep the peace , Lord Renly . I need more men . ";jowly Janos Slynt,himself,his bald pate,;Aegon the Dragon himself,I,the peace,more men,;0.0;5789;181
" How many ? ";;;0.5;5790;181
" As many as can be gotten , Lord Hand . ";;;0.5;5793;181
" Hire fifty new men , " Ned told him . " Lord Baelish will see that you get the coin . ";Ned,;fifty new men,Lord Baelish,you get the coin,;0.136363636364;5794;181
" I will ? ";;I,;0.0;5795;181
" You will . You found forty thousand golden dragons for a champion 's purse , surely you can scrape together a few coppers to keep the king 's peace . ";;You,You,you,forty thousand golden dragons,the king,;0.05;5797;181
Ned turned back to Janos Slynt . " I will also give you twenty good swords from my own household guard , to serve with the Watch until the crowds have left . ";Ned,;I,the crowds,you twenty good swords,;0.3125;5798;181
" All thanks , Lord Hand , " Slynt said , bowing . " I promise you , they shall be put to good use . ";Slynt,;I,they,you,put,use,;0.425;5799;181
When the Commander had taken his leave , Eddard Stark turned to the rest of the council . " The sooner this folly is done with , the better I shall like it . ";the Commander,Eddard Stark,;this folly,the better I,;0.15;5800;181
As if the expense and trouble were not irksome enough , all and sundry insisted on salting Ned 's wound by calling it " the Hand 's tourney , " as if he were the cause of it .;trouble,all and sundry,if he,Ned,;;0.0;5801;181
" The realm prospers from such events , my lord , " Grand Maester Pycelle said . " They bring the great the chance of glory , and the lowly a respite from their woes . ";Grand Maester Pycelle,;The realm,They,the chance,a respite,;0.433333333333;5803;181
" And put coins in many a pocket , " Littlefinger added . " Every inn in the city is full , and the whores are walking bowlegged and jingling with each step . ";Littlefinger,;coins,a pocket,the city,the whores,;0.425;5804;181
Lord Renly laughed . " We 're fortunate my brother Stannis is not with us . Remember the time he proposed to outlaw brothels ? The king asked him if perhaps he'd like to outlaw eating , shitting , and breathing while he was at it . If truth be told , I ofttimes wonder how Stannis ever got that ugly daughter of his . He goes to his marriage bed like a man marching to a battlefield , with a grim look in his eyes and a determination to do his duty . ";Lord Renly,;We,fortunate my brother Stannis,the time he,The king,him,outlaw,he,truth,I,Stannis ever,He,a man,fortunate my brother Stannis,the time he,brothels,him,truth,his duty,;-0.15;5805;181
Ned had not joined the laughter . " I wonder about your brother Stannis as well . I wonder when he intends to end his visit to Dragonstone and resume his seat on this council . ";Ned,;I,I,he,his visit,his seat,;0.0;5806;181
" No doubt as soon as we 've scourged all those whores into the sea , " Littlefinger replied , provoking more laughter .;Littlefinger,;we,all those whores,;0.5;5807;181
" I have heard quite enough about whores for one day , " Ned said , rising . " Until the morrow . ";Ned,;I,;0.0;5808;181
Harwin had the door when Ned returned to the Tower of the Hand . " Summon Jory to my chambers and tell your father to saddle my horse , " Ned told him , too brusquely .;Harwin,Ned,Ned,;Jory,your father,my horse,;0.0;5809;181
" As you say , my lord . ";;you,;0.0;5810;181
The Red Keep and the " Hand 's tourney " were chafing him raw , Ned reflected as he climbed .;Ned,he,;;-0.115384615385;5811;181
Ned closed Malleon 's tome and bid him enter . " I 've promised the City Watch twenty of my guard until the tourney is done , " he told him . " I rely on you to make the choice . Give Alyn the command , and make certain the men understand that they are needed to stop fights , not start them . ";Ned,tome and bid him,he,;I,the tourney,the City Watch,I,the men,they,the choice,Alyn the command,the men,fights,them,;0.0571428571429;5826;182
Rising , Ned opened a cedar chest and removed a light linen undertunic . " Did you find the stableboy ? ";Ned,;you,you,the stableboy,;0.4;5827;182
" The watchman , my lord , " Jory said . " He vows he 'll never touch another horse . ";Jory,;He,he,he,another horse,;0.0;5828;182
" What did he have to say ? ";;he,he,;0.0;5829;182
" He claims he knew Lord Arryn well . Fast friends , they were . ";;He,he,they,he,Lord Arryn well,;0.2;5830;182
Jory snorted . " The Hand always gave the lads a copper on their name days , he says . Had a way with horses . Never rode his mounts too hard , and brought them carrots and apples , so they were always pleased to see him . ";Jory,;The Hand,he,them,they,a copper,a way,his mounts,them,him,;0.104166666667;5831;182
" Carrots and apples , " Ned repeated .;Ned,;;0.0;5832;182
" Did our watchman recall anything else of note ? ";;our watchman recall anything,;0.0;5844;183
" The lad swears Lord Jon was as strong as a man half his age . Often went riding with Lord Stannis , he says . ";;The lad,Lord Jon,a man,he,Lord Jon,his age,;0.133333333333;5845;183
He had given no word as to when he might return . " Where did they go on these rides ? ";He,he,;they,they,;0.0;5850;183
" The boy says that they visited a brothel . ";;The boy,they,a brothel,;0.0;5852;183
" A brothel ? ";;;0.0;5853;183
Ned said . " The Lord of the Eyrie and Hand of the King visited a brothel with Stannis Baratheon ? ";Ned,;the King,a brothel,;0.0;5854;183
" The boy insists it 's true . The Hand took three guardsmen with him , and the boy says they were joking of it when he took their horses afterward . ";;The boy,it,The Hand,the boy,they,he,it,three guardsmen,they,their horses,;0.35;5857;183
" Which brothel ? ";;;0.0;5858;183
" The boy did not know . The guards would . ";;The boy,The guards,;0.0;5860;183
